#Organism/Name	TaxID	BioProject Accession	BioProject ID	Group	SubGroup	Size (Mb)	GC%	Assembly Accession	Replicons	WGS	Scaffolds	Genes	Proteins	Release Date	Modify Date	Status	Center	BioSample Accession
Phytophthora ramorum	164328	PRJNA291992	291992	Protists	Other Protists	41.753	53.9	GCA_001278145.1	-	LHTT01	4461	-	-	2015/09/02	2016/01/08	Scaffold	University of Exeter	SAMN03959803
Plasmodium yoelii killicki	283801	PRJEB1062	205707	Protists	Apicomplexans	19.8783	23.2311	GCA_900617825.1	chromosome 1:LR129742.1; chromosome 2:LR129743.1; chromosome 3:LR129744.1; chromosome 4:LR129745.1; chromosome 5:LR129746.1; chromosome 6:LR129747.1; chromosome 7:LR129748.1; chromosome 8:LR129749.1; chromosome 9:LR129750.1; chromosome 10:LR129751.1; chromosome 11:LR129752.1; chromosome 12:LR129753.1; chromosome 13:LR129754.1; chromosome 14:LR129755.1	UYHW01	533	-	-	2018/11/22	2018/11/22	Chromosome	Wellcome Sanger Institute	SAMEA1712519
Caenorhabditis elegans	6239	PRJNA692613	692613	Animals	Roundworms	103.801	35.5	GCA_016989295.1	-	JAFETQ01	74	-	-	2021/02/26	2021/02/26	Contig	Northwestern University	SAMN17358467
Plasmodium vivax	5855	PRJEB45464	737245	Protists	Apicomplexans	29.0029	39.9	GCA_914969965.1	-	CAJZCX01	19	6175	6075	2021/09/23	2021/09/23	Contig	Wellcome Sanger Institute	SAMEA6147788
Plasmodium falciparum	5833	PRJEB8808	287239	Protists	Apicomplexans	22.7883	19.2515	GCA_900631975.1	chromosome 1:LR131354.1; chromosome 2:LR131355.1; chromosome 3:LR131356.1; chromosome 4:LR131357.1; chromosome 5:LR131358.1; chromosome 6:LR131359.1; chromosome 7:LR131360.1; chromosome 8:LR131361.1; chromosome 9:LR131362.1; chromosome 10:LR131363.1; chromosome 11:LR131364.1; chromosome 12:LR131365.1; chromosome 13:LR131366.1; chromosome 14:LR131367.1; mitochondrion 15:LR131368.1; apicoplast 16:LR131369.1	UZWI01	21	-	-	2018/12/10	2018/12/10	Chromosome	Wellcome Sanger Institute	SAMEA2697755
Toxoplasma gondii	5811	PRJNA638608	638608	Protists	Apicomplexans	63.8632	52.3833	GCA_019455475.1	apicoplast Api:CM033581.1	JACEGZ01	38	-	-	2021/08/05	2021/08/09	Contig	University of Pittsburgh	SAMN15203634
Cryptosporidium parvum	5807	PRJNA253840	253840	Protists	Apicomplexans	9.08569	30.5	GCA_001305475.1	-	LKHL01	18	-	-	2015/10/01	2015/10/01	Scaffold	Public Health Wales (Microbiology)	SAMN04088916
Entamoeba histolytica HM-1:IMSS-B	885319	PRJNA51239	51239	Protists	Other Protists	12.7819	27.1	GCA_000344925.1	-	APGH01	1938	6301	6301	2013/03/07	2022/05/27	Scaffold	J. Craig Venter Institute	SAMN02953843
Giardia intestinalis	5741	PRJNA879307	879307	Protists	Other Protists	12.7309	48.9	GCA_029168785.1	-	JAQPSA01	63	-	-	2023/03/13	2023/03/13	Scaffold	Robert Koch-Institut	SAMN30804749
Trypanosoma cruzi	5693	PRJNA393091	393091	Protists	Kinetoplasts	39.0431	-	GCA_002749425.1	-	NMZO01	9821	-	-	2017/10/03	2017/10/03	Contig	Centro de Biologia Molecular Severo Ochoa	SAMN07303077
Trypanosoma cruzi	5693	PRJEB9129	289472	Protists	Kinetoplasts	35.3582	48.6	GCA_900252365.1	-	OGCJ01	8469	-	-	2018/01/23	2018/01/23	Scaffold	UFMG	SAMEA3359340
Giardia intestinalis	5741	PRJNA879307	879307	Protists	Other Protists	12.8032	48.4	GCA_029168845.1	-	JAQPRY01	80	-	-	2023/03/13	2023/03/13	Scaffold	Robert Koch-Institut	SAMN30804751
Entamoeba histolytica HM-3:IMSS	885315	PRJNA72935	72935	Protists	Other Protists	13.8307	25.3	GCA_000346345.1	-	APGI01	1880	7362	7358	2013/03/13	2022/05/27	Scaffold	J. Craig Venter Institute	SAMN02953844
Cryptosporidium parvum	5807	PRJNA253848	253848	Protists	Apicomplexans	9.20331	30.5	GCA_001305335.1	-	LKCJ01	18	-	-	2015/10/01	2015/10/01	Scaffold	Public Health Wales (Microbiology)	SAMN04103911
Toxoplasma gondii	5811	PRJNA638608	638608	Protists	Apicomplexans	64.6936	52.4	GCA_016807885.1	-	JACGUC01	34	-	-	2021/02/04	2021/02/04	Contig	University of Pittsburgh	SAMN15203630
Plasmodium falciparum	5833	PRJEB8808	287239	Protists	Apicomplexans	23.2663	19.3006	GCA_900632025.1	chromosome 1:LR131418.1; chromosome 2:LR131419.1; chromosome 3:LR131420.1; chromosome 4:LR131421.1; chromosome 5:LR131422.1; chromosome 6:LR131423.1; chromosome 7:LR131424.1; chromosome 8:LR131425.1; chromosome 9:LR131426.1; chromosome 10:LR131427.1; chromosome 11:LR131428.1; chromosome 12:LR131429.1; chromosome 13:LR131430.1; chromosome 14:LR131431.1; mitochondrion 15:LR131432.1; apicoplast 16:LR131433.1	UZWM01	22	-	-	2018/12/10	2018/12/10	Chromosome	Wellcome Sanger Institute	SAMEA3359304
Caenorhabditis elegans	6239	PRJNA692613	692613	Animals	Roundworms	104.142	35.4	GCA_016989245.1	-	JAFETT01	83	-	-	2021/02/26	2021/02/26	Contig	Northwestern University	SAMN17358470
Plasmodium yoelii nigeriensis	31274	PRJNA694977	694977	Protists	Apicomplexans	21.2772	21.7	GCA_018340825.1	-	JAEVLW01	122	-	-	2021/05/11	2021/05/11	Contig	National Institute of Allergy and Infectious Diseases	SAMN17587902
Phytophthora ramorum	164328	PRJNA292002	292002	Protists	Other Protists	41.9647	53.9	GCA_001278235.1	-	LHTW01	4533	-	-	2015/09/02	2016/01/08	Scaffold	University of Exeter	SAMN03959813
Cryptosporidium hominis	237895	PRJNA252787	252787	Protists	Apicomplexans	8.8618	30.4	GCA_001483505.1	-	JTAH01	506	-	-	2015/12/30	2015/12/30	Contig	Division of Foodborne, Waterborne, and Environmental Diseases, Centers for Disease Control and Prevention	SAMN02862038
Leishmania donovani Ld 39	1240127	PRJNA176885	176885	Protists	Kinetoplasts	23.6833	55.8	GCA_000316305.1	-	ANFN01	16323	-	-	2012/12/03	2014/08/06	Contig	Central Drug Research Institute Lucknow India	SAMN02953825
Blastocystis sp. subtype 1	944036	PRJNA855474	855474	Protists	Other Protists	12.5632	54.9	GCA_027406365.1	-	JANPWK01	1637	-	-	2022/12/27	2022/12/27	Scaffold	Dalhousie University	SAMN29493207
Phytophthora capsici	4784	PRJNA505815	505815	Protists	Other Protists	52.1982	49.9	GCA_004137975.1	-	RQEL01	11832	-	-	2019/02/05	2019/02/05	Scaffold	University of Florida	SAMN10441517
Phytophthora kernoviae 00844/4	1284357	PRJNA184370	184370	Protists	Other Protists	42.9312	49.7	GCA_000333115.2	-	AOFK02	2373	-	-	2013/01/24	2015/12/23	Scaffold	University of Exeter	SAMN02981498
Rotaria sp. Silwood1	2762511	PRJEB43239	705346	Protists	Other Protists	249.945	30.6	GCA_905331505.1	-	CAJNYZ01	21286	39684	39578	2021/03/11	2021/03/11	Scaffold	IMPERIAL COLLEGE LONDON	SAMEA8117374
Aphanomyces astaci	112090	PRJNA484796	484796	Protists	Other Protists	70.4526	50.1	GCA_003546785.1	-	QUTF01	27993	16499	16499	2018/09/11	2018/09/11	Contig	University of Exeter	SAMN09769394
Phytophthora fragariae	53985	PRJNA396163	396163	Protists	Other Protists	79.079	53.3	GCA_009733105.1	-	QXGE01	13446	33622	34412	2019/12/05	2020/08/05	Scaffold	NIAB EMR	SAMN07449679
Pythium insidiosum	114742	PRJDB4251	359234	Protists	Other Protists	35.3724	55.8	GCA_001950915.1	-	BCFS01	14576	-	-	2016/12/27	2021/05/08	Scaffold	System Biology and Bioinformatics, System Biology and Bioinformatics, King Mongkut's University of Technology Thonburi	SAMD00042008
Cyclospora cayetanensis	88456	PRJNA481327	481327	Protists	Apicomplexans	44.123	51.9	GCA_003351265.1	-	NYMR01	761	-	-	2018/07/31	2018/07/31	Contig	NCBI	SAMN04870149
Plasmodiophora brassicae	37360	PRJNA515478	515478	Protists	Other Protists	24.0508	58.5	GCA_009727025.1	-	SGFA01	164	-	-	2019/12/02	2019/12/02	Scaffold	University of Guelph	SAMN10755728
Eukaryota sp.	1928008	PRJNA810309	810309	Protists	Other Protists	57.3264	33.2	GCA_029297515.1	-	DAGWTV01	1187	-	-	2023/03/20	2023/03/20	Scaffold	Helmholtz Centre for Environmental Research - UFZ	SAMN26329150
Phytophthora cactorum	29920	PRJNA391273	391273	Protists	Other Protists	60.707	50.8	GCA_016864775.1	-	RCMO01	5088	25621	26330	2021/02/11	2021/02/11	Scaffold	NIAB-East Malling Research	SAMN07267864
Phytophthora cactorum	29920	PRJNA391273	391273	Protists	Other Protists	61.5617	50.8	GCA_016864735.1	-	RCMI01	6726	26057	26828	2021/02/11	2021/02/11	Scaffold	NIAB-East Malling Research	SAMN07267858
Eukaryota sp.	1928008	PRJNA810309	810309	Protists	Other Protists	11.0481	33.3	GCA_029294115.1	-	DAGWZK01	372	-	-	2023/03/20	2023/03/20	Scaffold	Helmholtz Centre for Environmental Research - UFZ	SAMN26329306
Plasmodiophora brassicae	37360	PRJNA515478	515478	Protists	Other Protists	24.049	58.5	GCA_009726425.1	-	SGDX01	164	-	-	2019/12/02	2019/12/02	Scaffold	University of Guelph	SAMN10755757
Cyclospora cayetanensis	88456	PRJNA437975	437975	Protists	Apicomplexans	44.5256	51.9	GCA_003935065.1	-	RDSA01	1324	-	-	2018/12/11	2018/12/11	Contig	Center for Disease Control and Prevention	SAMN10261105
Pythium insidiosum	114742	PRJDB4251	359234	Protists	Other Protists	37.6731	55.5	GCA_001950895.1	-	BCFR01	22560	-	-	2016/12/27	2017/09/02	Scaffold	System Biology and Bioinformatics, System Biology and Bioinformatics, King Mongkut's University of Technology Thonburi	SAMD00042007
Phytophthora fragariae	53985	PRJNA396163	396163	Protists	Other Protists	77.8436	53.4	GCA_009732925.1	-	QXFW01	13231	33220	33962	2019/12/05	2020/08/05	Scaffold	NIAB EMR	SAMN07449689
Aphanomyces astaci	112090	PRJNA484796	484796	Protists	Other Protists	104.536	50	GCA_003666305.1	-	QUTI01	65991	16061	16061	2018/10/17	2018/10/17	Contig	University of Exeter	SAMN09769691
Rotaria sp. Silwood1	2762511	PRJEB43239	705346	Protists	Other Protists	268.361	30.7	GCA_905331515.1	-	CAJNZC01	28549	41688	41575	2021/03/11	2021/03/11	Scaffold	IMPERIAL COLLEGE LONDON	SAMEA8117373
Phytophthora kernoviae 00238/432	1284355	PRJNA184368	184368	Protists	Other Protists	42.5183	49.7	GCA_000333075.3	-	AOFI03	2301	11684	11684	2013/01/24	2020/04/24	Scaffold	University of Exeter	SAMN02981496
Phytophthora capsici	4784	PRJNA505815	505815	Protists	Other Protists	40.7711	50	GCA_004137965.1	-	RQEM01	11754	-	-	2019/02/05	2019/02/05	Scaffold	University of Florida	SAMN10441516
Blastocystis sp. subtype 1	944036	PRJNA855474	855474	Protists	Other Protists	12.5579	54.5	GCA_027406485.1	-	JANPWP01	2077	-	-	2022/12/27	2022/12/27	Scaffold	Dalhousie University	SAMN29493212
Cryptosporidium hominis	237895	PRJNA253839	253839	Protists	Apicomplexans	9.17973	30.5	GCA_001305395.1	-	LKHJ01	18	-	-	2015/10/01	2015/10/01	Scaffold	Public Health Wales (Microbiology)	SAMN04088905
Phytophthora ramorum	164328	PRJNA291990	291990	Protists	Other Protists	41.9729	53.9	GCA_001278135.1	-	LHTS01	4624	-	-	2015/09/02	2016/01/08	Scaffold	University of Exeter	SAMN03959777
Plasmodium yoelii 17X	1323249	PRJNA163121	163121	Protists	Apicomplexans	22.2224	23	GCA_000505035.1	-	AMYO01	130	5922	7508	2013/12/06	2014/08/04	Scaffold	Broad Institute	SAMN00974094
Caenorhabditis elegans	6239	PRJNA692613	692613	Animals	Roundworms	103.274	35.4	GCA_016989365.1	-	JAFETR01	64	-	-	2021/02/26	2021/02/26	Contig	Northwestern University	SAMN17358468
Plasmodium vivax	5855	PRJNA284437	284437	Protists	Apicomplexans	28.8599	-	GCA_002754635.1	-	LQRK01	8346	-	-	2017/11/03	2017/11/03	Scaffold	National Institute of Parasitic Diseases, Chinese Center for Disease Control and Prevention	SAMN03702587
Plasmodium falciparum	5833	PRJEB8808	287239	Protists	Apicomplexans	22.812	19.2129	GCA_900631985.1	chromosome 1:LR131338.1; chromosome 2:LR131339.1; chromosome 3:LR131340.1; chromosome 4:LR131341.1; chromosome 5:LR131342.1; chromosome 6:LR131343.1; chromosome 7:LR131344.1; chromosome 8:LR131345.1; chromosome 9:LR131346.1; chromosome 10:LR131347.1; chromosome 11:LR131348.1; chromosome 12:LR131349.1; chromosome 13:LR131350.1; chromosome 14:LR131351.1; mitochondrion 15:LR131352.1; apicoplast 16:LR131353.1	UZWH01	28	-	-	2018/12/10	2018/12/10	Chromosome	Wellcome Sanger Institute	SAMEA3359303
Toxoplasma gondii	5811	PRJNA638608	638608	Protists	Apicomplexans	60.4269	52.3	GCA_016807865.1	-	JACGUA01	235	-	-	2021/02/04	2021/02/04	Contig	University of Pittsburgh	SAMN15203632
Cryptosporidium parvum	5807	PRJNA253847	253847	Protists	Apicomplexans	9.22102	30.7	GCA_001306245.1	-	LKCL01	18	-	-	2015/10/01	2015/10/01	Scaffold	Public Health Wales (Microbiology)	SAMN04103919
Entamoeba histolytica	5759	PRJDB8495	669634	Protists	Other Protists	26.8791	23.9548	GCA_015099795.1	chromosome 1:AP023109.1; chromosome 2:AP023110.1; chromosome 3:AP023111.1; chromosome 4:AP023112.1; chromosome 5:AP023113.1; chromosome 6:AP023114.1; chromosome 7:AP023115.1; chromosome 8:AP023116.1; chromosome 9:AP023117.1; chromosome 10:AP023118.1; chromosome 11:AP023119.1; chromosome 12:AP023120.1; chromosome 13:AP023121.1; chromosome 14:AP023122.1; chromosome 15:AP023123.1; chromosome 16:AP023124.1; chromosome 17:AP023125.1; chromosome 18:AP023126.1; chromosome 19:AP023127.1; chromosome 20:AP023128.1; chromosome 21:AP023129.1; chromosome 22:AP023130.1; chromosome 23:AP023131.1; chromosome 24:AP023132.1; chromosome 25:AP023133.1; chromosome 26:AP023134.1; chromosome 27:AP023135.1; chromosome 28:AP023136.1; chromosome 29:AP023137.1; chromosome 30:AP023138.1; chromosome 31:AP023139.1; chromosome 32:AP023140.1; chromosome 33:AP023141.1; chromosome 34:AP023142.1; chromosome 35:AP023143.1; chromosome 36:AP023144.1; chromosome 37:AP023145.1; chromosome 38:AP023146.1; plasmid pEhCl6-2001:AP023147.1	-	39	-	-	2020/10/16	2020/10/16	Chromosome	Graduate School of Medicine, The University of Tokyo, Bunkyo, Tokyo, Japan,	SAMD00185325
Giardia intestinalis	5741	PRJNA879307	879307	Protists	Other Protists	13.7565	48.2	GCA_029168855.1	-	JAQPSD01	111	-	-	2023/03/13	2023/03/13	Scaffold	Robert Koch-Institut	SAMN30804746
Trypanosoma cruzi	5693	PRJNA274444	274444	Protists	Kinetoplasts	29.993	50.6	GCA_003594645.1	-	PYLH01	8952	-	-	2018/09/24	2018/09/24	Scaffold	LNCC	SAMN03339639
Trypanosoma cruzi	5693	PRJNA274443	274443	Protists	Kinetoplasts	30.8522	50.8	GCA_003594625.1	-	PYLG01	9338	-	-	2018/09/24	2018/09/24	Scaffold	LNCC	SAMN03339015
Giardia intestinalis	5741	PRJNA789594	789594	Protists	Other Protists	10.7033	49	GCA_022985015.1	-	JAJSZJ01	93	-	-	2022/04/14	2022/04/14	Contig	United States Department of Agriculture	SAMN24144952
Cryptosporidium parvum	5807	PRJNA253845	253845	Protists	Apicomplexans	9.28324	30.7	GCA_001305435.1	-	LKHN01	18	-	-	2015/10/01	2015/10/01	Scaffold	Public Health Wales (Microbiology)	SAMN04088926
Toxoplasma gondii RH	383379	PRJNA294483	294483	Protists	Apicomplexans	69.3493	50.5	GCA_001593265.1	-	LLKL01	441	-	-	2016/03/16	2016/03/16	Scaffold	University of Malaya	SAMN04026592
Plasmodium falciparum	5833	PRJEB8808	287239	Protists	Apicomplexans	23.181	19.3423	GCA_900632055.1	chromosome 1:LR131322.1; chromosome 2:LR131323.1; chromosome 3:LR131324.1; chromosome 4:LR131325.1; chromosome 5:LR131326.1; chromosome 6:LR131327.1; chromosome 7:LR131328.1; chromosome 8:LR131329.1; chromosome 9:LR131330.1; chromosome 10:LR131331.1; chromosome 11:LR131332.1; chromosome 12:LR131333.1; chromosome 13:LR131334.1; chromosome 14:LR131335.1; mitochondrion 15:LR131336.1; apicoplast 16:LR131337.1	UZWG01	27	-	-	2018/12/10	2018/12/10	Chromosome	Wellcome Sanger Institute	SAMEA2602749
Caenorhabditis elegans	6239	PRJNA692613	692613	Animals	Roundworms	102.905	35.4	GCA_016989105.1	-	JAFETW01	110	-	-	2021/02/26	2021/02/26	Contig	Northwestern University	SAMN17358473
Plasmodium vivax	5855	PRJNA474492	474492	Protists	Apicomplexans	23.0135	41.2	GCA_003402195.1	-	QMFD01	14	-	-	2018/08/17	2018/08/17	Scaffold	University of Pennsylvania	SAMN09324541
Plasmodium yoelii yoelii 17XNL	352914	PRJNA1436	1436	Protists	Apicomplexans	23.1254	24.7	GCA_000003085.2	-	AABL01	5687	7911	7861	2002/10/03	2022/05/27	Contig	TIGR	SAMN02952904
Phytophthora ramorum	164328	PRJNA291995	291995	Protists	Other Protists	41.7351	53.9	GCA_001278155.1	-	LHTU01	4608	-	-	2015/09/02	2016/01/08	Scaffold	University of Exeter	SAMN03959804
Cryptosporidium hominis	237895	PRJNA253838	253838	Protists	Apicomplexans	9.15828	30.5	GCA_001305325.1	-	LKHI01	18	-	-	2015/10/01	2015/10/01	Scaffold	Public Health Wales (Microbiology)	SAMN04088903
Blastocystis sp. subtype 3	944168	PRJNA275575	275575	Protists	Other Protists	11.6514	52	GCA_000963385.1	-	JZRK01	917	-	-	2015/03/25	2015/03/25	Scaffold	Statens Serum Institut	SAMN03350147
Rotaria sp. Silwood1	2762511	PRJEB43239	705346	Protists	Other Protists	294.078	30.8	GCA_905331535.1	-	CAJNZB01	29968	48353	48262	2021/03/11	2021/03/11	Scaffold	IMPERIAL COLLEGE LONDON	SAMEA8117376
Aphanomyces astaci	112090	PRJNA551417	551417	Protists	Other Protists	45.1701	48.1	GCA_009835205.1	-	VJMI01	21425	16318	16318	2020/01/09	2020/01/09	Scaffold	Laboratoire de Recherche en Sciences Vegetales	SAMN12147657
Phytophthora fragariae	53985	PRJNA396163	396163	Protists	Other Protists	78.9925	53.4	GCA_009733025.1	-	QXGA01	13531	33699	34493	2019/12/05	2020/08/05	Scaffold	NIAB EMR	SAMN07449684
Pythium insidiosum	114742	PRJDB4251	359234	Protists	Other Protists	48.8559	56.8	GCA_001950855.1	-	BCFP01	60602	-	-	2016/12/27	2018/10/04	Scaffold	System Biology and Bioinformatics, System Biology and Bioinformatics, King Mongkut's University of Technology Thonburi	SAMD00042005
Cyclospora cayetanensis	88456	PRJNA437975	437975	Protists	Apicomplexans	44.5466	51.9	GCA_003945135.1	-	RDRR01	1072	-	-	2018/12/13	2018/12/13	Scaffold	Center for Disease Control and Prevention	SAMN10261093
Plasmodiophora brassicae	37360	PRJNA515478	515478	Protists	Other Protists	24.0512	58.5	GCA_009726845.1	-	SGEQ01	164	-	-	2019/12/02	2019/12/02	Scaffold	University of Guelph	SAMN10755738
Eukaryota sp.	1928008	PRJNA810309	810309	Protists	Other Protists	41.5181	48.1	GCA_029301885.1	-	DAGXEG01	1589	-	-	2023/03/20	2023/03/20	Scaffold	Helmholtz Centre for Environmental Research - UFZ	SAMN26302936
Phytophthora cactorum	29920	PRJNA391273	391273	Protists	Other Protists	59.8876	50.9	GCA_016864635.1	-	RCME01	5509	25441	26228	2021/02/11	2021/02/11	Scaffold	NIAB-East Malling Research	SAMN07267854
Phytophthora cactorum	29920	PRJNA391273	391273	Protists	Other Protists	61.3468	50.8	GCA_016906365.1	-	RCMQ01	5951	28914	29702	2021/02/18	2021/02/18	Scaffold	NIAB-East Malling Research	SAMN07267866
Eukaryota sp.	1928008	PRJNA810309	810309	Protists	Other Protists	33.2408	49.4	GCA_029294175.1	-	DAGWZF01	1494	-	-	2023/03/20	2023/03/20	Scaffold	Helmholtz Centre for Environmental Research - UFZ	SAMN26329301
Plasmodiophora brassicae	37360	PRJNA515478	515478	Protists	Other Protists	24.0528	58.5	GCA_009726965.1	-	SGEY01	165	-	-	2019/12/02	2019/12/02	Scaffold	University of Guelph	SAMN10755730
Cyclospora cayetanensis	88456	PRJNA437975	437975	Protists	Apicomplexans	44.4658	51.9	GCA_003945175.1	-	RDRS01	1119	-	-	2018/12/13	2018/12/13	Scaffold	Center for Disease Control and Prevention	SAMN10261092
Pythium insidiosum	114742	PRJDB3817	283594	Protists	Other Protists	66.7135	57.2	GCA_001029375.2	-	BBXB02	840	-	-	2015/05/08	2022/10/18	Contig	King Mongkut's University of Technology Thonburi	SAMD00028776
Aphanomyces astaci	112090	PRJEB24021	438632	Protists	Other Protists	45.2981	-	GCA_900243735.1	-	OFAH01	21610	-	-	2018/03/19	2018/03/19	Scaffold	LABORATOIRE DE RECHERCHE EN SCIENCES VEGETALES, UMR 5546 UNIVERSITY OF TOULOUSE III-CNRS	SAMEA104443954
Rotaria sp. Silwood1	2762511	PRJEB43239	705346	Protists	Other Protists	310.427	31.1	GCA_905250055.1	-	CAJNOF01	16995	44160	44242	2021/03/05	2021/03/05	Scaffold	IMPERIAL COLLEGE LONDON	SAMEA8116333
Phytophthora capsici LT1534	763924	PRJNA48515	48515	Protists	Other Protists	56.0343	50.4	GCA_000325885.1	-	ADVJ01	10750	-	-	2012/07/31	2014/08/11	Contig	JGI	SAMN02981264
Blastocystis sp. subtype 3	944168	PRJNA855474	855474	Protists	Other Protists	12.0039	52	GCA_027406385.1	-	JANPWM01	896	-	-	2022/12/27	2022/12/27	Scaffold	Dalhousie University	SAMN29493209
Cryptosporidium hominis	237895	PRJNA252787	252787	Protists	Apicomplexans	8.69154	30.6	GCA_001483535.1	-	JTAJ01	906	-	-	2015/12/30	2015/12/30	Contig	Division of Foodborne, Waterborne, and Environmental Diseases, Centers for Disease Control and Prevention	SAMN02862041
Phytophthora ramorum	164328	PRJNA292010	292010	Protists	Other Protists	41.8429	53.9	GCA_001278225.1	-	LHTX01	4540	-	-	2015/09/02	2016/01/08	Scaffold	University of Exeter	SAMN03959819
Plasmodium vivax	5855	PRJNA474492	474492	Protists	Apicomplexans	23.7787	40.6	GCA_003402215.1	-	QMFC01	14	-	-	2018/08/17	2018/08/17	Scaffold	University of Pennsylvania	SAMN09324542
Caenorhabditis elegans	6239	PRJNA692613	692613	Animals	Roundworms	105.61	35.4	GCA_016989455.1	-	JAFETO01	80	-	-	2021/02/26	2021/02/26	Contig	Northwestern University	SAMN17358465
Toxoplasma gondii GT1	507601	PRJNA16727	16727	Protists	Apicomplexans	65.0622	52.3	GCA_000149715.2	-	AAQM03	1616	8637	8460	2006/05/05	2014/08/06	Scaffold	TIGR	SAMN02953654
Cryptosporidium parvum	5807	PRJNA315508	315508	Protists	Apicomplexans	9.30704	29.5	GCA_004337865.1	-	PUXU01	66	-	-	2019/03/11	2019/03/11	Scaffold	Public Health Wales (Microbiology)	SAMN08383024
Giardia intestinalis	5741	PRJNA879307	879307	Protists	Other Protists	12.7511	47.2	GCA_029168795.1	-	JAQPRZ01	132	-	-	2023/03/13	2023/03/13	Scaffold	Robert Koch-Institut	SAMN30804750
Plasmodium falciparum	5833	PRJEB8808	287239	Protists	Apicomplexans	23.4895	19.3586	GCA_900632035.1	chromosome 1:LR131402.1; chromosome 2:LR131403.1; chromosome 3:LR131404.1; chromosome 4:LR131405.1; chromosome 5:LR131406.1; chromosome 6:LR131407.1; chromosome 7:LR131408.1; chromosome 8:LR131409.1; chromosome 9:LR131410.1; chromosome 10:LR131411.1; chromosome 11:LR131412.1; chromosome 12:LR131413.1; chromosome 13:LR131414.1; chromosome 14:LR131415.1; mitochondrion 15:LR131416.1; apicoplast 16:LR131417.1	UZWL01	26	-	-	2018/12/10	2018/12/10	Chromosome	Wellcome Sanger Institute	SAMEA3309817
