#Organism/Name	TaxID	BioProject Accession	BioProject ID	Group	SubGroup	Size (Mb)	GC%	Assembly Accession	Replicons	WGS	Scaffolds	Genes	Proteins	Release Date	Modify Date	Status	Center	BioSample Accession
Saccharomyces cerevisiae	4932	PRJNA323691	323691	Fungi	Ascomycetes	12.5078	38.3786	GCA_001741685.1	chromosome I:CM007087.1; chromosome II:CM007088.1; chromosome III:CM007089.1; chromosome IV:CM007090.1; chromosome V:CM007091.1; chromosome VI:CM007092.1; chromosome VII:CM007093.1; chromosome VIII:CM007094.1; chromosome IX:CM007095.1; chromosome X:CM007096.1; chromosome XI:CM007097.1; chromosome XII:CM007098.1; chromosome XIII:CM007099.1; chromosome XIV:CM007100.1; chromosome XV:CM007101.1; chromosome XVI:CM007102.1	MBZW01	478	-	-	2016/09/12	2016/09/21	Chromosome	VIB/KULeuven	SAMN05190367
Fusarium oxysporum	5507	PRJNA412392	412392	Fungi	Ascomycetes	51.0582	46.5	GCA_011035695.1	-	WEWT01	31261	-	-	2020/02/27	2020/02/27	Scaffold	Cook Lab - University of California at Davis	SAMN07710889
Fusarium oxysporum	5507	PRJNA412392	412392	Fungi	Ascomycetes	53.9898	49.7	GCA_011035205.1	-	WEVG01	34308	-	-	2020/02/27	2020/02/27	Scaffold	Cook Lab - University of California at Davis	SAMN07711113
Saccharomyces cerevisiae	4932	PRJNA396809	396809	Fungi	Ascomycetes	11.764	38.1573	GCA_003273165.1	chromosome I:CM015816.1; chromosome II:CM015817.1; chromosome III:CM015818.1; chromosome IV:CM015819.1; chromosome V:CM015820.1; chromosome VI:CM015821.1; chromosome VII:CM015822.1; chromosome VIII:CM015823.1; chromosome IX:CM015824.1; chromosome X:CM015825.1; chromosome XI:CM015826.1; chromosome XII:CM015827.1; chromosome XIII:CM015828.1; chromosome XIV:CM015829.1; chromosome XV:CM015830.1; chromosome XVI:CM015831.1	NPQF01	68	-	-	2018/06/28	2019/04/15	Chromosome	Institute Of Microbiology Chinese Academy of Sciences	SAMN07437036
Saccharomyces cerevisiae	4932	PRJNA396809	396809	Fungi	Ascomycetes	11.7101	38.1582	GCA_003273405.1	chromosome I:CM016024.1; chromosome II:CM016025.1; chromosome III:CM016026.1; chromosome IV:CM016027.1; chromosome V:CM016028.1; chromosome VI:CM016029.1; chromosome VII:CM016030.1; chromosome VIII:CM016031.1; chromosome IX:CM016032.1; chromosome X:CM016033.1; chromosome XI:CM016034.1; chromosome XII:CM016035.1; chromosome XIII:CM016036.1; chromosome XIV:CM016037.1; chromosome XV:CM016038.1; chromosome XVI:CM016039.1	NPQU01	67	-	-	2018/06/28	2019/04/15	Chromosome	Institute Of Microbiology Chinese Academy of Sciences	SAMN07437021
Fusarium oxysporum	5507	PRJNA412392	412392	Fungi	Ascomycetes	45.337	47.1	GCA_011034045.1	-	WESV01	29403	-	-	2020/02/27	2020/02/27	Scaffold	Cook Lab - University of California at Davis	SAMN07711023
Fusarium oxysporum	5507	PRJNA412392	412392	Fungi	Ascomycetes	45.9634	46.6	GCA_011034575.1	-	WEUE01	30013	-	-	2020/02/27	2020/02/27	Scaffold	Cook Lab - University of California at Davis	SAMN07711073
Saccharomyces cerevisiae	4932	PRJNA396809	396809	Fungi	Ascomycetes	11.7345	38.0618	GCA_003277365.1	chromosome I:CM011429.1; chromosome II:CM011430.1; chromosome III:CM011431.1; chromosome IV:CM011432.1; chromosome V:CM011433.1; chromosome VI:CM011434.1; chromosome VII:CM011435.1; chromosome VIII:CM011436.1; chromosome IX:CM011437.1; chromosome X:CM011438.1; chromosome XI:CM011439.1; chromosome XII:CM011440.1; chromosome XIII:CM011441.1; chromosome XIV:CM011442.1; chromosome XV:CM011443.1; chromosome XVI:CM011444.1	NPYR01	47	-	-	2018/06/28	2018/11/28	Chromosome	Institute Of Microbiology Chinese Academy of Sciences	SAMN07436815
Saccharomyces cerevisiae	4932	PRJNA323691	323691	Fungi	Ascomycetes	12.1535	38.43	GCA_001741495.1	chromosome I:CM007007.1; chromosome II:CM007008.1; chromosome III:CM007009.1; chromosome IV:CM007010.1; chromosome V:CM007011.1; chromosome VI:CM007012.1; chromosome VII:CM007013.1; chromosome VIII:CM007014.1; chromosome IX:CM007015.1; chromosome X:CM007016.1; chromosome XI:CM007017.1; chromosome XII:CM007018.1; chromosome XIII:CM007019.1; chromosome XIV:CM007020.1; chromosome XV:CM007021.1; chromosome XVI:CM007022.1	MBZR01	158	-	-	2016/09/12	2016/09/21	Chromosome	VIB/KULeuven	SAMN05190372
Fusarium oxysporum	5507	PRJNA412392	412392	Fungi	Ascomycetes	46.2553	47.8	GCA_011036325.1	-	WEXW01	31527	-	-	2020/02/27	2020/02/27	Scaffold	Cook Lab - University of California at Davis	SAMN07710924
Fusarium oxysporum	5507	PRJNA412392	412392	Fungi	Ascomycetes	50.2302	48.3	GCA_011033685.1	-	WESM01	34591	-	-	2020/02/27	2020/02/27	Scaffold	Cook Lab - University of California at Davis	SAMN07711000
Saccharomyces cerevisiae	4932	PRJNA396809	396809	Fungi	Ascomycetes	11.8546	38.1533	GCA_003276515.1	chromosome I:CM011509.1; chromosome II:CM011510.1; chromosome III:CM011511.1; chromosome IV:CM011512.1; chromosome V:CM011513.1; chromosome VI:CM011514.1; chromosome VII:CM011515.1; chromosome VIII:CM011516.1; chromosome IX:CM011517.1; chromosome X:CM011518.1; chromosome XI:CM011519.1; chromosome XII:CM011520.1; chromosome XIII:CM011521.1; chromosome XIV:CM011522.1; chromosome XV:CM011523.1; chromosome XVI:CM011524.1	NPWP01	59	-	-	2018/06/28	2019/01/14	Chromosome	Institute Of Microbiology Chinese Academy of Sciences	SAMN07436869
Saccharomyces cerevisiae	4932	PRJNA323691	323691	Fungi	Ascomycetes	12.4194	38.3734	GCA_001741035.1	chromosome I:CM006799.1; chromosome II:CM006800.1; chromosome III:CM006801.1; chromosome IV:CM006802.1; chromosome V:CM006803.1; chromosome VI:CM006804.1; chromosome VII:CM006805.1; chromosome VIII:CM006806.1; chromosome IX:CM006807.1; chromosome X:CM006808.1; chromosome XI:CM006809.1; chromosome XII:CM006810.1; chromosome XIII:CM006811.1; chromosome XIV:CM006812.1; chromosome XV:CM006813.1; chromosome XVI:CM006814.1	MBZD01	432	-	-	2016/09/12	2016/09/21	Chromosome	VIB/KULeuven	SAMN05190386
Fusarium oxysporum	5507	PRJNA412392	412392	Fungi	Ascomycetes	44.9687	47	GCA_011036345.1	-	WEXO01	33971	-	-	2020/02/27	2020/02/27	Scaffold	Cook Lab - University of California at Davis	SAMN07710916
Fusarium oxysporum	5507	PRJNA412392	412392	Fungi	Ascomycetes	40.315	45.1	GCA_011035665.1	-	WEWO01	31481	-	-	2020/02/27	2020/02/27	Scaffold	Cook Lab - University of California at Davis	SAMN07710874
Saccharomyces cerevisiae	4932	PRJNA396809	396809	Fungi	Ascomycetes	11.7552	38.1401	GCA_003274855.1	chromosome I:CM013234.1; chromosome II:CM013235.1; chromosome III:CM013236.1; chromosome IV:CM013237.1; chromosome V:CM013238.1; chromosome VI:CM013239.1; chromosome VII:CM013240.1; chromosome VIII:CM013241.1; chromosome IX:CM013242.1; chromosome X:CM013243.1; chromosome XI:CM013244.1; chromosome XII:CM013245.1; chromosome XIII:CM013246.1; chromosome XIV:CM013247.1; chromosome XV:CM013248.1; chromosome XVI:CM013249.1	NPVK01	51	-	-	2018/06/28	2019/01/14	Chromosome	Institute Of Microbiology Chinese Academy of Sciences	SAMN07436900
Saccharomyces cerevisiae	4932	PRJNA323691	323691	Fungi	Ascomycetes	12.3435	38.392	GCA_001738495.1	chromosome I:CM005439.1; chromosome II:CM005440.1; chromosome III:CM005441.1; chromosome IV:CM005442.1; chromosome V:CM005443.1; chromosome VI:CM005444.1; chromosome VII:CM005445.1; chromosome VIII:CM005446.1; chromosome IX:CM005447.1; chromosome X:CM005448.1; chromosome XI:CM005449.1; chromosome XII:CM005450.1; chromosome XIII:CM005451.1; chromosome XIV:CM005452.1; chromosome XV:CM005453.1; chromosome XVI:CM005454.1	MBVW01	360	-	-	2016/09/12	2016/09/21	Chromosome	VIB/KULeuven	SAMN05190471
Fusarium oxysporum	5507	PRJNA412392	412392	Fungi	Ascomycetes	41.4938	45.1	GCA_011035725.1	-	WEWU01	34674	-	-	2020/02/27	2020/02/27	Contig	Cook Lab - University of California at Davis	SAMN07710890
Fusarium oxysporum	5507	PRJNA412392	412392	Fungi	Ascomycetes	40.1385	45.2	GCA_011036965.1	-	WEYZ01	33788	-	-	2020/02/27	2020/02/27	Scaffold	Cook Lab - University of California at Davis	SAMN07710898
Saccharomyces cerevisiae	4932	PRJNA323691	323691	Fungi	Ascomycetes	12.2935	38.2957	GCA_001740665.1	chromosome I:CM006591.1; chromosome II:CM006592.1; chromosome III:CM006593.1; chromosome IV:CM006594.1; chromosome V:CM006595.1; chromosome VI:CM006596.1; chromosome VII:CM006597.1; chromosome VIII:CM006598.1; chromosome IX:CM006599.1; chromosome X:CM006600.1; chromosome XI:CM006601.1; chromosome XII:CM006602.1; chromosome XIII:CM006603.1; chromosome XIV:CM006604.1; chromosome XV:CM006605.1; chromosome XVI:CM006606.1	MBYQ01	380	-	-	2016/09/12	2016/09/21	Chromosome	VIB/KULeuven	SAMN05190399
Saccharomyces cerevisiae	4932	PRJNA396809	396809	Fungi	Ascomycetes	11.7007	38.1493	GCA_003273265.1	chromosome I:CM015848.1; chromosome II:CM015849.1; chromosome III:CM015850.1; chromosome IV:CM015851.1; chromosome V:CM015852.1; chromosome VI:CM015853.1; chromosome VII:CM015854.1; chromosome VIII:CM015855.1; chromosome IX:CM015856.1; chromosome X:CM015857.1; chromosome XI:CM015858.1; chromosome XII:CM015859.1; chromosome XIII:CM015860.1; chromosome XIV:CM015861.1; chromosome XV:CM015862.1; chromosome XVI:CM015863.1	NPQI01	57	-	-	2018/06/28	2019/04/15	Chromosome	Institute Of Microbiology Chinese Academy of Sciences	SAMN07437033
Fusarium oxysporum	5507	PRJNA412392	412392	Fungi	Ascomycetes	38.8757	44.6	GCA_011037005.1	-	WEZB01	34434	-	-	2020/02/27	2020/02/27	Scaffold	Cook Lab - University of California at Davis	SAMN07710896
Fusarium oxysporum	5507	PRJNA412392	412392	Fungi	Ascomycetes	40.3915	44.9	GCA_011035895.1	-	WEWX01	36743	-	-	2020/02/27	2020/02/27	Scaffold	Cook Lab - University of California at Davis	SAMN07710893
Saccharomyces cerevisiae	4932	PRJNA323691	323691	Fungi	Ascomycetes	12.2043	38.2952	GCA_001741705.1	chromosome I:CM007119.1; chromosome II:CM007120.1; chromosome III:CM007121.1; chromosome IV:CM007122.1; chromosome V:CM007123.1; chromosome VI:CM007124.1; chromosome VII:CM007125.1; chromosome VIII:CM007126.1; chromosome IX:CM007127.1; chromosome X:CM007128.1; chromosome XI:CM007129.1; chromosome XII:CM007130.1; chromosome XIII:CM007131.1; chromosome XIV:CM007132.1; chromosome XV:CM007133.1; chromosome XVI:CM007134.1	MBZY01	276	-	-	2016/09/12	2016/09/21	Chromosome	VIB/KULeuven	SAMN05190365
Saccharomyces cerevisiae	4932	PRJNA396809	396809	Fungi	Ascomycetes	11.7115	38.2423	GCA_003274485.1	chromosome I:CM013425.1; chromosome II:CM013426.1; chromosome III:CM013427.1; chromosome IV:CM013428.1; chromosome V:CM013429.1; chromosome VI:CM013430.1; chromosome VII:CM013431.1; chromosome VIII:CM013432.1; chromosome IX:CM013433.1; chromosome X:CM013434.1; chromosome XI:CM013435.1; chromosome XII:CM013436.1; chromosome XIII:CM013437.1; chromosome XIV:CM013438.1; chromosome XV:CM013439.1; chromosome XVI:CM013440.1	NPUR01	78	-	-	2018/06/28	2019/01/30	Chromosome	Institute Of Microbiology Chinese Academy of Sciences	SAMN07436920
Fusarium oxysporum	5507	PRJNA412392	412392	Fungi	Ascomycetes	38.0921	44.4	GCA_011037105.1	-	WEZC01	35107	-	-	2020/02/27	2020/02/27	Scaffold	Cook Lab - University of California at Davis	SAMN07710886
Fusarium oxysporum	5507	PRJNA412392	412392	Fungi	Ascomycetes	38.4387	46.5	GCA_011037075.1	-	WEZD01	36102	-	-	2020/02/27	2020/02/27	Scaffold	Cook Lab - University of California at Davis	SAMN07710878
Saccharomyces cerevisiae	4932	PRJNA323691	323691	Fungi	Ascomycetes	12.8081	38.3572	GCA_001738855.1	chromosome I:CM005631.1; chromosome II:CM005632.1; chromosome III:CM005633.1; chromosome IV:CM005634.1; chromosome V:CM005635.1; chromosome VI:CM005636.1; chromosome VII:CM005637.1; chromosome VIII:CM005638.1; chromosome IX:CM005639.1; chromosome X:CM005640.1; chromosome XI:CM005641.1; chromosome XII:CM005642.1; chromosome XIII:CM005643.1; chromosome XIV:CM005644.1; chromosome XV:CM005645.1; chromosome XVI:CM005646.1	MBWJ01	898	-	-	2016/09/12	2016/09/21	Chromosome	VIB/KULeuven	SAMN05190458
Saccharomyces cerevisiae	4932	PRJNA323691	323691	Fungi	Ascomycetes	12.8221	38.3781	GCA_001737175.1	chromosome I:CM004719.1; chromosome II:CM004720.1; chromosome III:CM004721.1; chromosome IV:CM004722.1; chromosome V:CM004723.1; chromosome VI:CM004724.1; chromosome VII:CM004725.1; chromosome VIII:CM004726.1; chromosome IX:CM004727.1; chromosome X:CM004728.1; chromosome XI:CM004729.1; chromosome XII:CM004730.1; chromosome XIII:CM004731.1; chromosome XIV:CM004732.1; chromosome XV:CM004733.1; chromosome XVI:CM004734.1	MBUC01	1050	-	-	2016/09/12	2016/09/21	Chromosome	VIB/KULeuven	SAMN05190517
Fusarium oxysporum	5507	PRJNA412392	412392	Fungi	Ascomycetes	38.2138	45.1	GCA_011036985.1	-	WEZA01	35863	-	-	2020/02/27	2020/02/27	Scaffold	Cook Lab - University of California at Davis	SAMN07710962
Fusarium oxysporum	5507	PRJNA412392	412392	Fungi	Ascomycetes	40.0316	47.2	GCA_011036635.1	-	WEYC01	38587	-	-	2020/02/27	2020/02/27	Scaffold	Cook Lab - University of California at Davis	SAMN07710931
Saccharomyces cerevisiae	4932	PRJNA396809	396809	Fungi	Ascomycetes	11.7631	38.1909	GCA_003271955.1	chromosome I:CM014535.1; chromosome II:CM014536.1; chromosome III:CM014537.1; chromosome IV:CM014538.1; chromosome V:CM014539.1; chromosome VI:CM014540.1; chromosome VII:CM014541.1; chromosome VIII:CM014542.1; chromosome IX:CM014543.1; chromosome X:CM014544.1; chromosome XI:CM014545.1; chromosome XII:CM014546.1; chromosome XIII:CM014547.1; chromosome XIV:CM014548.1; chromosome XV:CM014549.1; chromosome XVI:CM014550.1	NPSC01	87	-	-	2018/06/28	2019/03/27	Chromosome	Institute Of Microbiology Chinese Academy of Sciences	SAMN07436987
Saccharomyces cerevisiae	4932	PRJNA396809	396809	Fungi	Ascomycetes	11.644	38.1611	GCA_003273705.1	chromosome I:CM015048.1; chromosome II:CM015049.1; chromosome III:CM015050.1; chromosome IV:CM015051.1; chromosome V:CM015052.1; chromosome VI:CM015053.1; chromosome VII:CM015054.1; chromosome VIII:CM015055.1; chromosome IX:CM015056.1; chromosome X:CM015057.1; chromosome XI:CM015058.1; chromosome XII:CM015059.1; chromosome XIII:CM015060.1; chromosome XIV:CM015061.1; chromosome XV:CM015062.1; chromosome XVI:CM015063.1	NPRZ01	48	-	-	2018/06/28	2019/03/27	Chromosome	Institute Of Microbiology Chinese Academy of Sciences	SAMN07436990
Fusarium oxysporum f. sp. cubense	61366	PRJNA529756	529756	Fungi	Ascomycetes	51.1395	47.5	GCA_005930515.1	-	SRMI01	12	16536	16784	2019/06/03	2019/08/01	Contig	RIKEN	SAMN11282975
Fusarium oxysporum f. sp. cubense	61366	PRJNA556111	556111	Fungi	Ascomycetes	48.5884	47.5	GCA_007994515.1	-	VMNF01	15	17022	17022	2019/08/13	2019/08/13	Contig	University of Exeter	SAMN12340809
Saccharomyces cerevisiae	4932	PRJNA396809	396809	Fungi	Ascomycetes	11.85	38.1842	GCA_003276015.1	chromosome I:CM012341.1; chromosome II:CM012342.1; chromosome III:CM012343.1; chromosome IV:CM012344.1; chromosome V:CM012345.1; chromosome VI:CM012346.1; chromosome VII:CM012347.1; chromosome VIII:CM012348.1; chromosome IX:CM012349.1; chromosome X:CM012350.1; chromosome XI:CM012351.1; chromosome XII:CM012352.1; chromosome XIII:CM012353.1; chromosome XIV:CM012354.1; chromosome XV:CM012355.1; chromosome XVI:CM012356.1	NPXL01	73	-	-	2018/06/28	2019/01/08	Chromosome	Institute Of Microbiology Chinese Academy of Sciences	SAMN07436847
Saccharomyces cerevisiae	4932	PRJNA396809	396809	Fungi	Ascomycetes	11.697	38.177	GCA_003270575.1	chromosome I:CM016296.1; chromosome II:CM016297.1; chromosome III:CM016298.1; chromosome IV:CM016299.1; chromosome V:CM016300.1; chromosome VI:CM016301.1; chromosome VII:CM016302.1; chromosome VIII:CM016303.1; chromosome IX:CM016304.1; chromosome X:CM016305.1; chromosome XI:CM016306.1; chromosome XII:CM016307.1; chromosome XIII:CM016308.1; chromosome XIV:CM016309.1; chromosome XV:CM016310.1; chromosome XVI:CM016311.1	NPPX01	61	-	-	2018/06/28	2019/04/15	Chromosome	Institute Of Microbiology Chinese Academy of Sciences	SAMN07437044
Fusarium oxysporum f. sp. cubense	61366	PRJNA755905	755905	Fungi	Ascomycetes	46.3614	47.6	GCA_021237285.1	-	JAJNCA01	115	-	-	2021/12/20	2021/12/20	Contig	Bioversity International	SAMN20846513
Saccharomyces cerevisiae	4932	PRJNA396809	396809	Fungi	Ascomycetes	11.6103	38.1571	GCA_003271255.1	chromosome I:CM015976.1; chromosome II:CM015977.1; chromosome III:CM015978.1; chromosome IV:CM015979.1; chromosome V:CM015980.1; chromosome VI:CM015981.1; chromosome VII:CM015982.1; chromosome VIII:CM015983.1; chromosome IX:CM015984.1; chromosome X:CM015985.1; chromosome XI:CM015986.1; chromosome XII:CM015987.1; chromosome XIII:CM015988.1; chromosome XIV:CM015989.1; chromosome XV:CM015990.1; chromosome XVI:CM015991.1	NPQR01	49	-	-	2018/06/28	2019/04/15	Chromosome	Institute Of Microbiology Chinese Academy of Sciences	SAMN07437024
Saccharomyces cerevisiae	4932	PRJNA396809	396809	Fungi	Ascomycetes	11.8004	38.1407	GCA_003275245.1	chromosome I:CM012653.1; chromosome II:CM012654.1; chromosome III:CM012655.1; chromosome IV:CM012656.1; chromosome V:CM012657.1; chromosome VI:CM012658.1; chromosome VII:CM012659.1; chromosome VIII:CM012660.1; chromosome IX:CM012661.1; chromosome X:CM012662.1; chromosome XI:CM012663.1; chromosome XII:CM012664.1; chromosome XIII:CM012665.1; chromosome XIV:CM012666.1; chromosome XV:CM012667.1; chromosome XVI:CM012668.1	NPWD01	63	-	-	2018/06/28	2019/01/14	Chromosome	Institute Of Microbiology Chinese Academy of Sciences	SAMN07436881
Saccharomyces cerevisiae	4932	PRJNA396809	396809	Fungi	Ascomycetes	11.8183	38.2404	GCA_003277645.1	chromosome I:CM011189.1; chromosome II:CM011190.1; chromosome III:CM011191.1; chromosome IV:CM011192.1; chromosome V:CM011193.1; chromosome VI:CM011194.1; chromosome VII:CM011195.1; chromosome VIII:CM011196.1; chromosome IX:CM011197.1; chromosome X:CM011198.1; chromosome XI:CM011199.1; chromosome XII:CM011200.1; chromosome XIII:CM011201.1; chromosome XIV:CM011202.1; chromosome XV:CM011203.1; chromosome XVI:CM011204.1	NPXZ01	72	-	-	2018/06/28	2019/01/08	Chromosome	Institute Of Microbiology Chinese Academy of Sciences	SAMN07436833
Saccharomyces cerevisiae	4932	PRJNA396809	396809	Fungi	Ascomycetes	11.5709	38.2973	GCA_003272055.1	chromosome I:CM014599.1; chromosome II:CM014600.1; chromosome III:CM014601.1; chromosome IV:CM014602.1; chromosome V:CM014603.1; chromosome VI:CM014604.1; chromosome VII:CM014605.1; chromosome VIII:CM014606.1; chromosome IX:CM014607.1; chromosome X:CM014608.1; chromosome XI:CM014609.1; chromosome XII:CM014610.1; chromosome XIII:CM014611.1; chromosome XIV:CM014612.1; chromosome XV:CM014613.1; chromosome XVI:CM014614.1	NPSH01	62	-	-	2018/06/28	2019/03/27	Chromosome	Institute Of Microbiology Chinese Academy of Sciences	SAMN07436982
Saccharomyces cerevisiae	4932	PRJNA396809	396809	Fungi	Ascomycetes	11.805	38.1577	GCA_003275125.1	chromosome I:CM013007.1; chromosome II:CM013008.1; chromosome III:CM013009.1; chromosome IV:CM013010.1; chromosome V:CM013011.1; chromosome VI:CM013012.1; chromosome VII:CM013013.1; chromosome VIII:CM013014.1; chromosome IX:CM013015.1; chromosome X:CM013016.1; chromosome XI:CM013017.1; chromosome XII:CM013018.1; chromosome XIII:CM013019.1; chromosome XIV:CM013020.1; chromosome XV:CM013021.1; chromosome XVI:CM013022.1	NPVY01	68	-	-	2018/06/28	2019/01/14	Chromosome	Institute Of Microbiology Chinese Academy of Sciences	SAMN07436886
Saccharomyces cerevisiae	4932	PRJNA323691	323691	Fungi	Ascomycetes	12.3625	38.3389	GCA_001738585.1	chromosome I:CM005503.1; chromosome II:CM005504.1; chromosome III:CM005505.1; chromosome IV:CM005506.1; chromosome V:CM005507.1; chromosome VI:CM005508.1; chromosome VII:CM005509.1; chromosome VIII:CM005510.1; chromosome IX:CM005511.1; chromosome X:CM005512.1; chromosome XI:CM005513.1; chromosome XII:CM005514.1; chromosome XIII:CM005515.1; chromosome XIV:CM005516.1; chromosome XV:CM005517.1; chromosome XVI:CM005518.1	MBVY01	400	-	-	2016/09/12	2016/09/21	Chromosome	VIB/KULeuven	SAMN05190469
Fusarium oxysporum f. sp. cubense	61366	PRJNA280907	280907	Fungi	Ascomycetes	46.7351	47.7	GCA_001696625.1	-	MBFV01	1370	-	-	2016/07/29	2016/07/29	Contig	University of Malaya	SAMN03480624
Fusarium oxysporum f. sp. lycopersici 4287	426428	PRJNA306247	306247	Fungi	Ascomycetes	56.2131	47.8	GCA_001703175.2	-	MALW02	47	-	-	2016/08/10	2020/12/21	Contig	University of Amsterdam	SAMN04348901
Saccharomyces cerevisiae	4932	PRJNA396809	396809	Fungi	Ascomycetes	11.7635	38.2056	GCA_003276965.1	chromosome I:CM011961.1; chromosome II:CM011962.1; chromosome III:CM011963.1; chromosome IV:CM011964.1; chromosome V:CM011965.1; chromosome VI:CM011966.1; chromosome VII:CM011967.1; chromosome VIII:CM011968.1; chromosome IX:CM011969.1; chromosome X:CM011970.1; chromosome XI:CM011971.1; chromosome XII:CM011972.1; chromosome XIII:CM011973.1; chromosome XIV:CM011974.1; chromosome XV:CM011975.1; chromosome XVI:CM011976.1	NPXY01	62	-	-	2018/06/28	2019/01/08	Chromosome	Institute Of Microbiology Chinese Academy of Sciences	SAMN07436834
Saccharomyces cerevisiae	4932	PRJNA396809	396809	Fungi	Ascomycetes	11.7979	38.1616	GCA_003274825.1	chromosome I:CM013298.1; chromosome II:CM013299.1; chromosome III:CM013300.1; chromosome IV:CM013301.1; chromosome V:CM013302.1; chromosome VI:CM013303.1; chromosome VII:CM013304.1; chromosome VIII:CM013305.1; chromosome IX:CM013306.1; chromosome X:CM013307.1; chromosome XI:CM013308.1; chromosome XII:CM013309.1; chromosome XIII:CM013310.1; chromosome XIV:CM013311.1; chromosome XV:CM013312.1; chromosome XVI:CM013313.1	NPVG01	59	-	-	2018/06/28	2019/01/14	Chromosome	Institute Of Microbiology Chinese Academy of Sciences	SAMN07436904
